商品マスタ用テンプレート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,買取専用,自動印刷,店舗タブレット表示,在庫数無限商品,端数処理を無効にする,商品一覧に表示しない,アップロードエラー,,,,,,,,,,,
ハンドル名,（この部分は変更しないでください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,myca_item_id,display_name,display_name_ruby,expansion,cardnumber,rarity,pack_name,keyword,readonly_product_code,order_number,genre_display_name,category_display_name,sell_price,buy_price,is_buy_only,allow_auto_print_label,tablet_allowed,infinite_stock,disallow_round,hidden,upload_error,,,,,,,,,,,
この下の行からデータ開始,（この下からデータを記入してください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187594,131635,ジラーチ,,Pt2,066/090,★,時の果ての絆,Pt2 066/090 ジラーチ じらーち,,0,ポケモン,カード,0,3500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt2-B/022221_P_JIRACHI.gif,,,,,,,,,,False,ジラーチ,066090,ジラーチ,066090,ジラーチ,066090
1187692,131585,カバルドンLV.X,,Pt2,056/090,☆,時の果ての絆,Pt2 056/090 カバルドン カバルドン かばるどん,,0,ポケモン,カード,0,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt2-B/022197_P_KABARUDON.gif,,,,,,,,,,False,カバルドンlv.x,056090,カバルドンlv.x,056090,カバルドンlv.x,056090
1187724,131515,フーディン四LV.X,,Pt2,042/090,☆,時の果ての絆,Pt2 042/090 フーディン四 フーディンシテンノウ ふーでぃんしてんのう,,0,ポケモン,カード,0,11000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt2-B/022164_P_FUDEINSHISHITENNOU.gif,,,,,,,,,,False,フーディン四lv.x,042090,フーディン四lv.x,042090,フーディン四lv.x,042090
1187752,131455,レントラーGL LV.X,,Pt2,030/090,☆,時の果ての絆,Pt2 030/090 レントラーGL レントラージムリーダー れんとらーじむりーだー,,0,ポケモン,カード,0,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt2-B/022133_P_RENTORAGLJIMURIDA.gif,,,,,,,,,,False,レントラーgllv.x,030090,レントラーgllv.x,030090,レントラーgllv.x,030090
1187788,131405,フローゼルGLLV.X,,Pt2,020/090,☆,時の果ての絆,Pt2 020/090 フローゼルGL フローゼルジムリーダー ふろーぜるじむりーだー,,0,ポケモン,カード,0,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt2-B/022109_P_FUROZERUGLJIMURIDA.gif,,,,,,,,,,False,フローゼルgllv.x,020090,フローゼルgllv.x,020090,フローゼルgllv.x,020090
1187897,131250,エルレイド四LV.X,,Pt,009/018,,対戦スターターパックSP ゴウカザルVSエルレイド,Pt 009/018 エルレイド四 エルレイドシテンノウ えるれいどしてんのう,,0,ポケモン,カード,4980,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt2-Se/022049_P_ERUREIDOSHISHITENNOU.gif,,,,,,,,,,False,エルレイド四lv.x,009018,エルレイド四lv.x,009018,エルレイド四lv.x,009018
1187956,131125,ゴウカザル四LV.X,,Pt,004/018,,対戦スターターパックSP ゴウカザルVSエルレイド,Pt 004/018 ゴウカザル四 ゴウカザルシテンノウ ごうかざるしてんのう,,0,ポケモン,カード,8480,8000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt2-Sg/022007_P_GOUKAZARUSHISHITENNOU.gif,,,,,,,,,,False,ゴウカザル四lv.x,004018,ゴウカザル四lv.x,004018,ゴウカザル四lv.x,004018
1188346,130680,破れた時空,,Pt1,092/096,◆,ギンガの覇道,Pt1 092/096 ヤブレタジクウ やぶれたじくう,,0,ポケモン,カード,0,500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt1-B/021271_T_YABURETAJIKUU.jpg,,,,,,,,,,False,破れた時空,092096,破れた時空,092096,破れた時空,092096
1188441,130550,ディアルガGLV.X,,Pt1,066/096,☆,ギンガの覇道,Pt1 066/096 ディアルガG ディアルガG でぃあるがG,,0,ポケモン,カード,0,15000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt1-B/021216_P_DEIARUGAGGINGA.gif,,,,,,,,,,False,ディアルガglv.x,066096,ディアルガglv.x,066096,ディアルガglv.x,066096
1188451,130520,ドラピオンLV.X,,Pt1,060/096,☆,ギンガの覇道,Pt1 060/096 ドラピオン ドラピオン どらぴおん,,0,ポケモン,カード,0,2000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt1-B/021202_P_DORAPION.gif,,,,,,,,,,False,ドラピオンlv.x,060096,ドラピオンlv.x,060096,ドラピオンlv.x,060096
1188465,130480,ギラティナLV.X,,Pt1,052/096,☆,ギンガの覇道,Pt1 052/096 ギラティナ ギラティナ ぎらてぃな,,0,ポケモン,カード,0,21000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt1-B/021182_P_GIRATEINA.gif,,,,,,,,,,False,ギラティナlv.x,052096,ギラティナlv.x,052096,ギラティナlv.x,052096
1188511,130385,パルキアGLV.X,,Pt1,033/096,☆,ギンガの覇道,Pt1 033/096 パルキアG パルキア ぱるきあ,,0,ポケモン,カード,0,8000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt1-B/021135_P_PARUKIAGGINGA.gif,,,,,,,,,,False,パルキアglv.x,033096,パルキアglv.x,033096,パルキアglv.x,033096
1188560,130295,シェイミLV.X,,Pt1,015/096,☆,ギンガの覇道,Pt1 015/096 シェイミ シェイミ しぇいみ,,0,ポケモン,カード,0,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPt1-B/021095_P_SHIEIMI.gif,,,,,,,,,,False,シェイミlv.x,015096,シェイミlv.x,015096,シェイミlv.x,015096
1188792,120235,アルティメットゾーン,,DPt-P,048/DPt-P,PROMO,拡張パックアルセウス光臨 発売記念キャンペーン,DPt-P 048/DPt-P アルティメットゾーン あるてぃめっとぞーん,,0,ポケモン,カード,880,400,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/024274_T_ARUTEIMETTOZON.jpg,,,,,,,,,,False,アルティメットゾーン,048dptp,アルティメットゾーン,048dptp,アルティメットゾーン,048dptp
1188795,120225,ダークライ,,DPt-P,046/DPt-P,PROMO,PCGアクションポイントスーパーランクプレゼントカード,DPt-P 046/DPt-P ダークライ だーくらい,,0,ポケモン,カード,0,500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/024259_P_DAKURAI.gif,,,,,,,,,,False,ダークライ,046dptp,ダークライ,046dptp,ダークライ,046dptp
1188806,120215,ミチーナしんでん,,DPt-P,044/DPt-P,PROMO,ポケモンカードゲーム 映画公開記念スペシャルパック2009,DPt-P 044/DPt-P ミチーナシンデン みちーなしんでん,,0,ポケモン,カード,5480,6000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/024272_T_MICHINASHINDEN.gif,,,,,,,,,,False,ミチーナしんでん,044dptp,ミチーナしんでん,044dptp,ミチーナしんでん,044dptp
1188807,120210,ピカチュウMLV.X,,DPt-P,043/DPt-P,PROMO,ポケモンカードゲーム 映画公開記念スペシャルパック2009,DPt-P 043/DPt-P ピカチュウM ピカチュウM ぴかちゅうM,,0,ポケモン,カード,60800,130000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/024269_P_PIKACHUUMMUBI.gif,,,,,,,,,,False,ピカチュウmlv.x,043dptp,ピカチュウmlv.x,043dptp,ピカチュウmlv.x,043dptp
1188826,120180,はじまりの扉,,DPt-P,037/DPt-P,PROMO,アルセウス光臨 発売記念大会,DPt-P 037/DPt-P ハジマリノトビラ はじまりのとびら,,0,ポケモン,カード,7280,6000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/024263_T_HAJIMARINOTOBIRA.gif,,,,,,,,,,False,はじまりの扉,037dptp,はじまりの扉,037dptp,はじまりの扉,037dptp
1188850,120145,フシギダネ,,DPt-P,030/DPt-P,PROMO,ポケモンセンター10周年記念オリジナルカード 第4弾,DPt-P 030/DPt-P フシギダネ ふしぎだね,,0,ポケモン,カード,6080,6000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/031553_P_FUSHIGIDANE.jpg,,,,,,,,,,False,フシギダネ,030dptp,フシギダネ,030dptp,フシギダネ,030dptp
1188875,120100,レインボーエネルギー,,DPt-P,021/DPt-P,PROMO,ジム☆チャレンジ2009,DPt-P 021/DPt-P レインボーエネルギー れいんぼーえねるぎー,,0,ポケモン,カード,1380,1200,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/023269_E_REINBOENERUGI.gif,,,,,,,,,,False,レインボーエネルギー,021dptp,レインボーエネルギー,021dptp,レインボーエネルギー,021dptp
1188876,120095,SPエネルギー,,DPt-P,020/DPt-P,PROMO,フロンティアの鼓動 発売記念大会,DPt-P 020/DPt-P SPエネルギー SPえねるぎー,,0,ポケモン,カード,1880,1700,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/023268_E_SPENERUGI.gif,,,,,,,,,,False,spエネルギー,020dptp,spエネルギー,020dptp,spエネルギー,020dptp
1188877,120090,バトルタワー,,DPt-P,019/DPt-P,PROMO,フロンティアの鼓動 発売記念大会,DPt-P 019/DPt-P バトルタワー ばとるたわー,,0,ポケモン,カード,1880,1500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/023266_T_BATORUTAWA.gif,,,,,,,,,,False,バトルタワー,019dptp,バトルタワー,019dptp,バトルタワー,019dptp
1188887,120075,ピカチュウ,,DPt-P,016/DPt-P,PROMO,PCGアクションポイント ゴールドランクプレゼントカード,DPt-P 016/DPt-P ピカチュウ ぴかちゅう,,0,ポケモン,カード,368000,370000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/023260_P_PIKACHUU.gif,,,,,,,,,,False,ピカチュウ,016dptp,ピカチュウ,016dptp,ピカチュウ,016dptp
1188901,120050,ムウマージGL LV.X,,DPt-P,011/DPt-P,PROMO,ポケモンカードゲームDPt ギンガの覇道・時の果ての絆 スペシャルパック,DPt-P 011/DPt-P ムウマージGL ムウマージジムリーダー むうまーじじむりーだー,,0,ポケモン,カード,1880,1800,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/022274_P_MUUMAJIGLJIMURIDA.gif,,,,,,,,,,False,ムウマージgllv.x,011dptp,ムウマージgllv.x,011dptp,ムウマージgllv.x,011dptp
1188910,120040,ゼニガメ,,DPt-P,009/DPt-P,PROMO,ポケモンセンター10周年記念オリジナルカード 第3弾,DPt-P 009/DPt-P ゼニガメ ぜにがめ,,0,ポケモン,カード,6080,5500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPtP/022270_P_ZENIGAME.jpg,,,,,,,,,,False,ゼニガメ,009dptp,ゼニガメ,009dptp,ゼニガメ,009dptp
1188949,118010,ピカチュウ,,,003/009,,映画公開記念 プレミアムシート2008,003/009 ピカチュウ ぴかちゅう,,0,ポケモン,カード,6080,5000,☐,https://www.pokemon-card.com/assets/images/card_images/large/MPS08/019268_P_PIKACHUU.gif,,,,,,,,,,False,ピカチュウ,003009,ピカチュウ,003009,ピカチュウ,003009
1189019,117260,ゴージャスボール,,-,081/092,◆,破空の激闘,- 081/092 ゴージャスボール ごーじゃすぼーる,,0,ポケモン,カード,0,500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-B/019247_T_GOJASUBORU.jpg,,,,,,,,,,False,ゴージャスボール,081092,ゴージャスボール,081092,ゴージャスボール,081092
1189023,117255,レジギガスLV.X,,-,080/092,☆,破空の激闘,- 080/092 レジギガス レジギガス れじぎがす,,0,ポケモン,カード,0,3000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-B/019244_P_REJIGIGASU.gif,,,,,,,,,,False,レジギガスlv.x,080092,レジギガスlv.x,080092,レジギガスlv.x,080092
1189046,117165,ヤミラミ,,-,062/092,◆,破空の激闘,- 062/092 ヤミラミ やみらみ,,0,ポケモン,カード,0,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-B/019200_P_YAMIRAMI.jpg,,,,,,,,,,False,ヤミラミ,062092,ヤミラミ,062092,ヤミラミ,062092
1189065,117115,カイリキーLV.X,,-,052/092,☆,破空の激闘,- 052/092 カイリキー カイリキー かいりきー,,0,ポケモン,カード,0,6500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-B/019176_P_KAIRIKI.gif,,,,,,,,,,False,カイリキーlv.x,052092,カイリキーlv.x,052092,カイリキーlv.x,052092
1189086,117065,ヨノワールLV.X,,-,042/092,☆,破空の激闘,- 042/092 ヨノワール ヨノワール よのわーる,,0,ポケモン,カード,0,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-B/019152_P_YONOWARU.gif,,,,,,,,,,False,ヨノワールlv.x,042092,ヨノワールlv.x,042092,ヨノワールlv.x,042092
1189145,116985,ライチュウLV.X,,-,026/092,☆,破空の激闘,- 026/092 ライチュウ ライチュウ らいちゅう,,0,ポケモン,カード,0,16000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-B/019112_P_RAICHUU.gif,,,,,,,,,,False,ライチュウlv.x,026092,ライチュウlv.x,026092,ライチュウlv.x,026092
1189153,116975,ピカチュウ,,-,024/092,◆,破空の激闘,- 024/092 ピカチュウ ぴかちゅう,,0,ポケモン,カード,2580,2000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-B/019107_P_PIKACHUU.jpg,,,,,,,,,,False,ピカチュウ,024092,ピカチュウ,024092,ピカチュウ,024092
1189193,116930,ヒードランLV.X,,-,015/092,☆,破空の激闘,- 015/092 ヒードラン ヒードランLV.X ひーどらんLV.X,,0,ポケモン,カード,0,3500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-B/019084_P_HIDORAN.gif,,,,,,,,,,False,ヒードランlv.x,015092,ヒードランlv.x,015092,ヒードランlv.x,015092
1189205,116915,シェイミLV.X,,-,012/092,☆,破空の激闘,- 012/092 シェイミ シェイミ しぇいみ,,0,ポケモン,カード,0,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-B/019076_P_SHIEIMI.gif,,,,,,,,,,False,シェイミlv.x,012092,シェイミlv.x,012092,シェイミlv.x,012092
1189432,116780,コイル,,-,001/014,,対戦スターターパック ギラティナVSディアルガ,- 001/014 コイル こいる,,0,ポケモン,カード,0,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/DPs-S/019025_P_KOIRU.jpg,,,,,,,,,,False,コイル,001014,コイル,001014,コイル,001014
1189485,116650,バクのトレーニング,,DP5,-,◆,秘境の叫び,DP5 - バクノトレーニング ばくのとれーにんぐ,,0,ポケモン,カード,0,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017013_T_BAKUNOTORENINGU.jpg,,,,,,,,,,False,バクのトレーニング,,バクのトレーニング,,バクのトレーニング,
1189514,116575,ドサイドンLV.X,,DP5,-,☆,秘境の叫び,DP5 - ドサイドン ドサイドン どさいどん,,0,ポケモン,カード,0,3000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017115_P_DOSAIDON.gif,,,,,,,,,,False,ドサイドンlv.x,,ドサイドンlv.x,,ドサイドンlv.x,
1189531,116545,エムリットLV.X,,DP5,-,☆,秘境の叫び,DP5 - エムリット エムリット えむりっと,,0,ポケモン,カード,0,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017099_P_EMURITTO.gif,,,,,,,,,,False,エムリットlv.x,,エムリットlv.x,,エムリットlv.x,
1189533,116540,ユクシーLV.X,,DP5,-,☆,秘境の叫び,DP5 - ユクシー ユクシー ゆくしー,,0,ポケモン,カード,0,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017098_P_YUKUSHI.gif,,,,,,,,,,False,ユクシーlv.x,,ユクシーlv.x,,ユクシーlv.x,
1189839,116265,ポリゴンZLV.X,,DP5,-,☆,怒りの神殿,DP5 - ポリゴンZ ポリゴンZ ぽりごんZ,,0,ポケモン,カード,0,3000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017143_P_PORIGONZ.gif,,,,,,,,,,False,ポリゴンzlv.x,,ポリゴンzlv.x,,ポリゴンzlv.x,
1189871,116220,ジバコイルLV.X,,DP5,-,☆,怒りの神殿,DP5 - ジバコイル ジバコイル じばこいる,,0,ポケモン,カード,0,2000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017126_P_JIBAKOIRU.gif,,,,,,,,,,False,ジバコイルlv.x,,ジバコイルlv.x,,ジバコイルlv.x,
1189929,116135,アグノムLV.X,,DP5,-,☆,怒りの神殿,DP5 - アグノム アグノム あぐのむ,,0,ポケモン,カード,0,5500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017100_P_AGUNOMU.gif,,,,,,,,,,False,アグノムlv.x,,アグノムlv.x,,アグノムlv.x,
1190058,115955,バクのトレーニング,,-,-,,対戦スターターパック ヒードランVSレジギガス,,,0,ポケモン,カード,0,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017153_T_BAKUNOTORENINGU.jpg,,,,,,,,,,False,バクのトレーニング,,バクのトレーニング,,バクのトレーニング,
1190092,115905,ミュウツーLV.X,,-,-,,対戦スターターパック ヒードランVSレジギガス,,,0,ポケモン,カード,8480,9000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017003_P_MYUUTSU.gif,,,,,,,,,,False,ミュウツーlv.x,,ミュウツーlv.x,,ミュウツーlv.x,
1190115,115875,バクのトレーニング,,-,-,,対戦スターターパック ヒードランVSレジギガス,,,0,ポケモン,カード,0,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017153_T_BAKUNOTORENINGU.jpg,,,,,,,,,,False,バクのトレーニング,,バクのトレーニング,,バクのトレーニング,
1190141,115835,グライオンLV.X,,-,-,,対戦スターターパック ヒードランVSレジギガス,,,0,ポケモン,カード,3680,3000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP5/017018_P_GURAION.gif,,,,,,,,,,False,グライオンlv.x,,グライオンlv.x,,グライオンlv.x,
1190663,115185,ドンカラスLV.X,,DP4,-,☆,月光の追跡,DP4 - ドンカラス ドンカラス どんからす,,0,ポケモン,カード,0,2000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP4/010092_P_DONKARASU.gif,,,,,,,,,,False,ドンカラスlv.x,,ドンカラスlv.x,,ドンカラスlv.x,
1190671,115165,ガブリアスLV.X,,DP4,-,☆,月光の追跡,DP4 - ガブリアス ガブリアス がぶりあす,,0,ポケモン,カード,0,7000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP4/010122_P_GABURIASU.gif,,,,,,,,,,False,ガブリアスlv.x,,ガブリアスlv.x,,ガブリアスlv.x,
1190741,115080,クレセリアLV.X,,DP4,-,☆,月光の追跡,DP4 - クレセリア クレセリア くれせりあ,,0,ポケモン,カード,0,8000,☐,https://www.pokemon-card.com/assets/images/card_images/large/DP4/010077_P_KURESERIA.gif,,,,,,,,,,False,クレセリアlv.x,,クレセリアlv.x,,クレセリアlv.x,
